product_id,product_item ,product_category,product_size,product_colour,product_season,product_rating
66,Backpack,Accessories,M,Purple,Spring,4.8
67,Blouse,Clothing,S,Magenta,Winter,4.7
68,Coat,Outerwear,L,Gray,Winter,4.4
69,Handbag,Accessories,L,Silver,Summer,3.9
70,Belt,Accessories,S,Cyan,Summer,4.4
71,Belt,Accessories,M,Magenta,Fall,4.2
72,Dress,Clothing,L,Gold,Summer,2.9
73,Dress,Clothing,M,Olive,Winter,2.9
74,Pants,Clothing,M,Teal,Spring,2.7
75,Gloves,Accessories,L,Violet,Spring,4.5
76,Scarf,Accessories,M,Blue,Summer,2.7
77,Hat,Accessories,S,Teal,Summer,4.2
78,Dress,Clothing,L,Gold,Summer,3.3
79,Skirt,Clothing,M,Maroon,Spring,4.7
80,Jacket,Outerwear,M,Olive,Winter,2.6
81,Sandals,Footwear,XL,Blue,Summer,3.3
82,Shoes,Footwear,L,Maroon,Summer,2.6
83,Pants,Clothing,S,Olive,Spring,4
84,Dress,Clothing,M,Turquoise,Summer,4.1
85,Coat,Outerwear,S,Peach,Spring,4.4
86,Sunglasses,Accessories,M,Charcoal,Winter,4.5
87,Hoodie,Clothing,L,Pink,Spring,3.7
88,Shoes,Footwear,M,Green,Fall,3.7
89,T-shirt,Clothing,M,Orange,Fall,3.5
90,Jacket,Outerwear,XL,Pink,Fall,3.6
91,Hat,Accessories,L,Violet,Summer,2.9
92,Scarf,Accessories,S,Green,Winter,4.6
93,Jacket,Outerwear,M,Olive,Winter,4.4
94,Sweater,Clothing,M,Purple,Fall,4.5
95,Skirt,Clothing,S,Silver,Spring,4.6
96,Sneakers,Footwear,L,Pink,Fall,3.8
97,Gloves,Accessories,S,Gold,Spring,3.6
98,Shoes,Footwear,M,Teal,Winter,4.8
99,Jeans,Clothing,XL,Teal,Spring,2.6
100,Hoodie,Clothing,XL,Indigo,Summer,3.7
101,Sunglasses,Accessories,M,Maroon,Fall,2.7
102,Coat,Outerwear,XL,White,Spring,4.6
103,Socks,Clothing,L,Violet,Winter,4.8
104,Boots,Footwear,L,Red,Winter,4
105,Sunglasses,Accessories,L,Pink,Spring,4.4
106,Backpack,Accessories,M,Charcoal,Fall,3.6
107,Jacket,Outerwear,L,White,Summer,3.7
108,Sneakers,Footwear,L,Olive,Winter,3.1
109,Socks,Clothing,L,Purple,Spring,3.4
110,T-shirt,Clothing,M,Violet,Spring,2.6
111,Backpack,Accessories,M,Black,Summer,4
112,Belt,Accessories,L,Purple,Summer,5
113,Gloves,Accessories,M,Red,Spring,4.3
114,Hat,Accessories,L,Maroon,Winter,3.1
115,Coat,Outerwear,S,Blue,Summer,3.7
116,Skirt,Clothing,M,Gray,Spring,3.8
117,Shoes,Footwear,S,Blue,Spring,3.4
118,Sandals,Footwear,L,Yellow,Summer,4.6
119,Sweater,Clothing,L,Orange,Fall,4.8
120,Coat,Outerwear,M,Orange,Fall,4.3
121,Hat,Accessories,L,Red,Summer,4
122,Shorts,Clothing,M,Olive,Winter,4.2
123,Backpack,Accessories,L,Brown,Spring,4.8
124,Sweater,Clothing,L,Brown,Fall,3.1
125,Sweater,Clothing,M,Gray,Spring,3.1
126,Shorts,Clothing,M,Indigo,Winter,3.6
127,Shorts,Clothing,L,Pink,Spring,3.9
128,Sweater,Clothing,M,Gray,Winter,4.8
129,Scarf,Accessories,M,Gold,Spring,4.7
130,Dress,Clothing,XL,Olive,Summer,4.2
131,Scarf,Accessories,L,Violet,Fall,3.7
132,Skirt,Clothing,L,Indigo,Summer,3.9
133,Backpack,Accessories,M,Orange,Fall,4.7
134,Sweater,Clothing,M,Violet,Winter,2.5
135,Hat,Accessories,L,Gray,Fall,4.9
136,Sandals,Footwear,M,Purple,Fall,4.1
137,Blouse,Clothing,M,White,Winter,3.3
138,Sneakers,Footwear,M,Turquoise,Spring,4.7
139,Skirt,Clothing,M,Maroon,Winter,4.4
140,Coat,Outerwear,M,White,Fall,3.8
141,Shirt,Clothing,L,Yellow,Fall,3.9
142,Gloves,Accessories,M,Turquoise,Fall,4.9
143,Jacket,Outerwear,L,Violet,Fall,3.1
144,Coat,Outerwear,M,Beige,Fall,2.7
145,Shoes,Footwear,M,Silver,Fall,3.2
146,Jewelry,Accessories,M,Teal,Fall,4.5
147,Skirt,Clothing,S,Black,Fall,4
148,Shoes,Footwear,M,Purple,Summer,3.5
149,Gloves,Accessories,M,Gray,Fall,2.6
150,Pants,Clothing,M,White,Summer,3.2
151,Boots,Footwear,L,Cyan,Fall,4.9
152,Sunglasses,Accessories,L,Turquoise,Fall,4.5
153,Shirt,Clothing,S,Brown,Summer,4.3
154,Hoodie,Clothing,M,Maroon,Winter,3.2
155,Dress,Clothing,M,Charcoal,Fall,3.6
156,Socks,Clothing,S,Olive,Spring,4.3
157,Shorts,Clothing,M,Lavender,Fall,4
158,Hat,Accessories,S,Yellow,Fall,3
159,Shirt,Clothing,XL,Teal,Fall,4.1
160,Gloves,Accessories,M,Charcoal,Fall,3.8
161,Gloves,Accessories,M,Orange,Summer,4.6
162,Backpack,Accessories,M,Olive,Fall,3
163,Sunglasses,Accessories,M,Turquoise,Summer,3
164,Skirt,Clothing,M,Purple,Summer,3.4
165,Handbag,Accessories,S,Purple,Spring,2.6
166,Handbag,Accessories,S,Yellow,Winter,2.8
167,Sneakers,Footwear,XL,Indigo,Fall,4
168,Gloves,Accessories,M,Green,Fall,4
169,Shoes,Footwear,M,Magenta,Summer,3
170,Jacket,Outerwear,S,Gold,Summer,3.3
171,Shirt,Clothing,M,Maroon,Fall,2.6
172,Shorts,Clothing,M,Blue,Summer,3.6
173,Jewelry,Accessories,M,Violet,Summer,3.9
174,Hat,Accessories,M,Turquoise,Fall,3.4
175,Shoes,Footwear,L,Brown,Winter,3.5
176,Coat,Outerwear,L,Violet,Fall,2.8
177,Backpack,Accessories,L,Black,Spring,2.7
178,Hoodie,Clothing,L,Magenta,Fall,3.7
179,Skirt,Clothing,L,Lavender,Fall,4.3
180,Boots,Footwear,M,Violet,Fall,4.9
181,Sandals,Footwear,L,Green,Fall,3.3
182,Pants,Clothing,M,Beige,Summer,4.7
183,Gloves,Accessories,XL,Purple,Summer,2.8
184,Skirt,Clothing,XL,Beige,Spring,3.6
185,Sneakers,Footwear,L,Cyan,Spring,3
186,T-shirt,Clothing,XL,Silver,Summer,4.5
187,Backpack,Accessories,S,Lavender,Summer,2.9
188,Shoes,Footwear,S,Purple,Spring,3.3
189,Hoodie,Clothing,M,Pink,Spring,3.1
190,Blouse,Clothing,M,Maroon,Fall,4.4
191,Coat,Outerwear,XL,Beige,Fall,3
192,Hat,Accessories,M,Gray,Fall,3.9
193,Shoes,Footwear,L,Turquoise,Summer,2.9
194,Belt,Accessories,S,Silver,Fall,3
195,Backpack,Accessories,M,Olive,Spring,3.1
196,Jacket,Outerwear,M,Magenta,Fall,4.3
197,Boots,Footwear,M,Lavender,Summer,3.9
198,Scarf,Accessories,M,Black,Fall,3.2
199,Jewelry,Accessories,M,Turquoise,Winter,4.8
200,Hat,Accessories,XL,Green,Summer,3.8
201,Dress,Clothing,S,Teal,Summer,3.3
202,Blouse,Clothing,S,Beige,Fall,4.3
203,Hat,Accessories,L,Magenta,Spring,2.7
204,Scarf,Accessories,S,Yellow,Fall,3.2
205,Sneakers,Footwear,M,Yellow,Fall,4
206,Shirt,Clothing,M,Silver,Winter,3
207,T-shirt,Clothing,L,Silver,Summer,4.2
208,Gloves,Accessories,M,Silver,Summer,2.9
209,Skirt,Clothing,M,Gold,Spring,4.1
210,Sandals,Footwear,S,Olive,Winter,3.2
211,Jacket,Outerwear,L,Teal,Fall,3
212,Skirt,Clothing,L,Maroon,Fall,4.2
213,Handbag,Accessories,L,Blue,Fall,4.2
214,Handbag,Accessories,L,Peach,Fall,4.4
215,Jacket,Outerwear,L,Blue,Summer,4.2
216,Scarf,Accessories,S,Orange,Spring,2.8
217,Shorts,Clothing,L,Yellow,Spring,3.7
218,Sunglasses,Accessories,M,Purple,Winter,3.5
219,T-shirt,Clothing,S,Magenta,Spring,2.9
220,Belt,Accessories,M,Cyan,Spring,3
221,Sneakers,Footwear,S,Indigo,Spring,3.7
222,Hat,Accessories,XL,Magenta,Summer,4.4
223,Gloves,Accessories,XL,Gray,Spring,4.5
224,Pants,Clothing,M,Turquoise,Spring,4.8
225,Socks,Clothing,S,Beige,Summer,2.9
226,Jacket,Outerwear,M,Olive,Spring,3.2
227,Shoes,Footwear,L,Violet,Spring,3.3
228,Jeans,Clothing,M,Turquoise,Winter,4.2
229,Socks,Clothing,M,White,Spring,2.9
230,Sandals,Footwear,S,Silver,Spring,4.6
231,Scarf,Accessories,L,Olive,Fall,4.1
232,Blouse,Clothing,M,Blue,Spring,3.1
233,Jewelry,Accessories,L,Purple,Winter,4.2
234,Sweater,Clothing,XL,Yellow,Fall,4.5
235,Gloves,Accessories,S,Silver,Summer,3.7
236,Sunglasses,Accessories,M,Cyan,Winter,3.7
237,Coat,Outerwear,L,Green,Winter,3.4
238,Dress,Clothing,M,Beige,Summer,3
239,Skirt,Clothing,M,Peach,Fall,4.2
240,Pants,Clothing,L,Yellow,Summer,2.9
241,Sweater,Clothing,XL,Turquoise,Winter,3.5
242,Hoodie,Clothing,M,Peach,Winter,4.1
243,Coat,Outerwear,L,Gray,Summer,4.3
244,Jewelry,Accessories,M,Olive,Winter,2.8
245,Belt,Accessories,S,Indigo,Spring,4.9
246,Sandals,Footwear,L,Charcoal,Summer,3.3
247,Sunglasses,Accessories,XL,Beige,Spring,3.2
248,Sweater,Clothing,XL,Brown,Spring,4.4
249,Belt,Accessories,M,Blue,Winter,4.8
250,Handbag,Accessories,S,Teal,Fall,4.2
251,Skirt,Clothing,L,Black,Fall,4
252,Handbag,Accessories,XL,Gold,Winter,2.5
253,Shorts,Clothing,M,Violet,Summer,3.9
254,Boots,Footwear,L,Cyan,Winter,4.9
255,Sunglasses,Accessories,M,White,Winter,3.5
256,Scarf,Accessories,M,Charcoal,Spring,4.2
257,Jewelry,Accessories,XL,Violet,Spring,4.7
258,Handbag,Accessories,M,Red,Summer,4.5
259,Gloves,Accessories,S,Lavender,Spring,2.8
260,Jeans,Clothing,M,Gold,Fall,2.9
261,Hat,Accessories,S,Red,Winter,3.2
262,Jeans,Clothing,L,Magenta,Winter,4.9
263,Pants,Clothing,M,Teal,Summer,3.7
264,Shorts,Clothing,M,Purple,Summer,4.3
265,Pants,Clothing,S,Charcoal,Fall,3.9
266,Backpack,Accessories,M,Gray,Spring,3.2
267,Jewelry,Accessories,L,White,Summer,3.1
268,Sweater,Clothing,M,Olive,Spring,3.9
269,Shoes,Footwear,M,Charcoal,Spring,2.6
270,Blouse,Clothing,M,Charcoal,Winter,3.3
271,Jeans,Clothing,XL,Orange,Fall,4.6
272,Sunglasses,Accessories,XL,Yellow,Summer,4.6
273,Jewelry,Accessories,M,Beige,Summer,4.4
274,Coat,Outerwear,S,Silver,Spring,4.2
275,Jewelry,Accessories,M,Indigo,Spring,3
276,Backpack,Accessories,XL,Lavender,Winter,4
277,Skirt,Clothing,XL,Turquoise,Fall,3.5
278,Shirt,Clothing,M,Green,Winter,3
279,Sweater,Clothing,M,Orange,Spring,3.7
280,Sneakers,Footwear,L,Turquoise,Summer,4
281,Sandals,Footwear,S,Cyan,Fall,4.2
282,Belt,Accessories,XL,Charcoal,Spring,2.5
283,Skirt,Clothing,M,Teal,Summer,3
284,Sweater,Clothing,S,Maroon,Fall,3.2
285,Skirt,Clothing,M,Red,Summer,3.5
286,Handbag,Accessories,XL,Yellow,Summer,4.8
287,Jewelry,Accessories,L,Gray,Summer,2.6
288,Scarf,Accessories,L,Blue,Spring,3.4
289,T-shirt,Clothing,M,Lavender,Winter,3.7
290,Coat,Outerwear,M,Yellow,Fall,4.5
291,T-shirt,Clothing,M,Indigo,Winter,3.7
292,Dress,Clothing,XL,Violet,Fall,3.3
293,Shoes,Footwear,M,Green,Spring,4.7
294,Handbag,Accessories,M,White,Spring,2.7
295,Skirt,Clothing,M,Gold,Spring,4.6
296,Sunglasses,Accessories,M,Indigo,Winter,2.7
297,Sandals,Footwear,S,Lavender,Spring,4.8
298,Shoes,Footwear,XL,Purple,Summer,4.4
299,T-shirt,Clothing,M,Lavender,Winter,4
300,Sneakers,Footwear,M,Maroon,Summer,3.2
301,Hat,Accessories,M,Teal,Spring,4.4
302,Skirt,Clothing,M,Green,Spring,3.8
303,Sweater,Clothing,L,Olive,Summer,3.6
304,Sandals,Footwear,M,Turquoise,Summer,3.3
305,Dress,Clothing,M,Green,Winter,3.4
306,Sweater,Clothing,M,Teal,Fall,3.5
307,Jacket,Outerwear,S,White,Summer,3.6
308,Gloves,Accessories,M,Orange,Winter,3.2
309,Handbag,Accessories,M,Beige,Fall,3.7
310,Dress,Clothing,M,Yellow,Spring,4.5
311,Pants,Clothing,M,Charcoal,Winter,4.6
312,Jeans,Clothing,L,Silver,Winter,4.1
313,Pants,Clothing,L,Green,Spring,3.4
314,Dress,Clothing,M,Pink,Spring,3.7
315,Pants,Clothing,M,Purple,Summer,3.3
316,Jewelry,Accessories,XL,Orange,Spring,4.5
317,Handbag,Accessories,M,Charcoal,Fall,3.3
318,Sweater,Clothing,L,Teal,Fall,4.3
319,Backpack,Accessories,M,Beige,Winter,2.5
320,Shorts,Clothing,XL,White,Spring,2.6
321,Jewelry,Accessories,L,White,Summer,4.9
322,Sneakers,Footwear,L,Orange,Summer,4.7
323,Belt,Accessories,S,Cyan,Winter,3
324,Hoodie,Clothing,M,Orange,Winter,3.5
325,Shirt,Clothing,M,Olive,Summer,4.8
326,Pants,Clothing,M,Charcoal,Winter,4.3
327,Scarf,Accessories,M,White,Fall,3.2
328,Coat,Outerwear,M,Teal,Summer,3.1
329,Coat,Outerwear,M,Yellow,Fall,2.8
330,Socks,Clothing,S,White,Summer,2.9
331,Sweater,Clothing,M,Beige,Winter,3.7
332,Shirt,Clothing,L,Beige,Fall,3.3
333,Shirt,Clothing,M,Maroon,Winter,2.8
334,Sweater,Clothing,M,Teal,Winter,4.5
335,Blouse,Clothing,M,Lavender,Fall,2.6
336,Sweater,Clothing,L,Maroon,Spring,3.7
337,Hat,Accessories,S,Orange,Fall,4.4
338,Sweater,Clothing,M,Cyan,Winter,4.3
339,Hoodie,Clothing,M,Silver,Winter,3.5
340,Shorts,Clothing,M,Teal,Spring,3.8
341,Shorts,Clothing,L,Blue,Summer,3.5
342,Hat,Accessories,S,Blue,Summer,4.6
343,Coat,Outerwear,M,Olive,Spring,2.6
344,Sandals,Footwear,M,Purple,Summer,4.4
345,Skirt,Clothing,M,Charcoal,Winter,4
346,Shoes,Footwear,S,Olive,Winter,4.4
347,Jeans,Clothing,L,Violet,Spring,4.7
348,Sandals,Footwear,L,Red,Fall,3.9
349,Blouse,Clothing,M,Beige,Fall,2.7
350,Hat,Accessories,M,Green,Winter,3.7
351,Sweater,Clothing,M,Violet,Spring,2.6
352,Skirt,Clothing,M,Teal,Winter,3.9
353,Jeans,Clothing,XL,Yellow,Fall,4.9
354,Sneakers,Footwear,L,Yellow,Fall,4.1
355,Jewelry,Accessories,S,Olive,Fall,3
356,Jewelry,Accessories,XL,Magenta,Fall,4.1
357,Pants,Clothing,L,Black,Spring,3.8
358,Belt,Accessories,M,Olive,Spring,4
359,Hat,Accessories,XL,Magenta,Summer,3.6
360,Sneakers,Footwear,M,Olive,Winter,3
361,Pants,Clothing,M,Teal,Summer,3
362,T-shirt,Clothing,M,White,Spring,2.6
363,Sneakers,Footwear,M,Charcoal,Fall,3.4
364,Shorts,Clothing,L,Yellow,Winter,3.1
365,Shoes,Footwear,L,Charcoal,Summer,3
366,Gloves,Accessories,XL,Gray,Summer,3.7
367,Socks,Clothing,M,Turquoise,Spring,3.5
368,Dress,Clothing,XL,Cyan,Spring,2.8
369,Handbag,Accessories,M,Charcoal,Spring,4.5
370,Belt,Accessories,M,Silver,Summer,3.3
371,Scarf,Accessories,M,Olive,Winter,3.4
372,Sneakers,Footwear,S,Pink,Winter,3.2
373,Sweater,Clothing,L,Orange,Summer,3.7
374,Coat,Outerwear,L,White,Summer,4.6
375,Jewelry,Accessories,S,Purple,Spring,5
376,Sunglasses,Accessories,M,Olive,Summer,4.4
377,Shoes,Footwear,S,Gray,Fall,4.9
378,Scarf,Accessories,M,Silver,Spring,4.1
379,Dress,Clothing,L,Orange,Winter,4.9
380,T-shirt,Clothing,S,Magenta,Fall,4.7
381,Backpack,Accessories,XL,Beige,Fall,3
382,Jewelry,Accessories,L,Lavender,Winter,3.4
383,Jeans,Clothing,M,Peach,Winter,3.2
384,Sunglasses,Accessories,S,Magenta,Fall,2.9
385,Sweater,Clothing,M,Beige,Fall,4.5
386,Shorts,Clothing,S,Yellow,Fall,2.7
387,Jewelry,Accessories,L,Brown,Spring,3.4
388,Coat,Outerwear,L,Silver,Summer,4.6
389,Handbag,Accessories,M,Orange,Summer,2.7
390,Boots,Footwear,L,Purple,Spring,4.2
391,Gloves,Accessories,M,Indigo,Winter,3.2
392,Sweater,Clothing,L,Gray,Spring,4.8
393,T-shirt,Clothing,XL,Black,Spring,3.3
394,Shoes,Footwear,L,Maroon,Fall,4.2
395,Scarf,Accessories,M,Beige,Spring,4.8
396,Sneakers,Footwear,L,Brown,Winter,4.9
397,Dress,Clothing,S,Black,Fall,3.9
398,Belt,Accessories,M,Indigo,Fall,3
399,Boots,Footwear,S,Silver,Winter,4.6
400,Scarf,Accessories,L,Blue,Fall,3.5
401,Boots,Footwear,M,Green,Winter,4.8
402,T-shirt,Clothing,L,Orange,Fall,4.8
403,Backpack,Accessories,L,Cyan,Fall,3
404,Sneakers,Footwear,M,Orange,Winter,4.5
405,T-shirt,Clothing,M,Indigo,Spring,4.8
406,Jeans,Clothing,S,Silver,Summer,3.8
407,Gloves,Accessories,M,Peach,Spring,4.6
408,Hoodie,Clothing,XL,Teal,Spring,3.1
409,Sneakers,Footwear,L,White,Spring,3.4
410,Shorts,Clothing,M,Brown,Winter,3.3
411,Sweater,Clothing,L,Lavender,Spring,4.8
412,Jeans,Clothing,M,Indigo,Summer,2.8
413,Jacket,Outerwear,M,Yellow,Summer,3.1
414,Jewelry,Accessories,S,White,Summer,4.6
415,Backpack,Accessories,L,Violet,Winter,2.6
416,Coat,Outerwear,M,Lavender,Winter,2.6
417,Belt,Accessories,L,Olive,Spring,3.8
418,Sandals,Footwear,L,Beige,Fall,4.5
419,Sweater,Clothing,L,Purple,Spring,3
420,Shorts,Clothing,S,Teal,Winter,3.5
421,Socks,Clothing,S,Peach,Spring,3.8
422,Shirt,Clothing,M,Violet,Winter,3.5
423,Pants,Clothing,M,Purple,Fall,3.1
424,Scarf,Accessories,L,Teal,Spring,3
425,Sweater,Clothing,M,Gold,Winter,4.3
426,Jeans,Clothing,S,Teal,Winter,3.3
427,Pants,Clothing,M,Violet,Winter,4.7
428,Backpack,Accessories,L,Black,Winter,4.5
429,Coat,Outerwear,XL,Gold,Winter,2.9
430,Sandals,Footwear,M,Gold,Winter,4.1
431,Shirt,Clothing,M,Brown,Summer,3.5
432,Hat,Accessories,L,Cyan,Winter,3.4
433,Shirt,Clothing,S,Indigo,Fall,3.3
434,Skirt,Clothing,M,Orange,Fall,3.2
435,Shoes,Footwear,L,Pink,Spring,4
436,Coat,Outerwear,XL,Olive,Winter,3.6
437,Pants,Clothing,L,Cyan,Summer,4.6
438,Jewelry,Accessories,M,Peach,Summer,2.6
439,Belt,Accessories,M,Turquoise,Winter,4.3
440,Jacket,Outerwear,M,Turquoise,Summer,3.4
441,Shirt,Clothing,XL,Maroon,Winter,3.5
442,Hoodie,Clothing,M,Maroon,Winter,4.2
443,Sunglasses,Accessories,M,Olive,Fall,3.5
444,Sunglasses,Accessories,M,Magenta,Summer,3.6
445,Dress,Clothing,M,Red,Summer,4.3
446,Boots,Footwear,M,Olive,Fall,4.9
447,Shirt,Clothing,M,Silver,Summer,4.1
448,Shorts,Clothing,S,Turquoise,Spring,3.6
449,Gloves,Accessories,M,Yellow,Summer,3.4
450,Jewelry,Accessories,L,Peach,Summer,2.9
451,Boots,Footwear,L,Beige,Summer,2.7
452,Jewelry,Accessories,M,Pink,Summer,4.3
453,Pants,Clothing,M,Violet,Summer,3.3
454,Jewelry,Accessories,XL,Peach,Winter,2.8
455,Jacket,Outerwear,S,Gold,Summer,3.2
456,Blouse,Clothing,XL,Gold,Fall,3.6
457,Blouse,Clothing,S,Indigo,Fall,4
458,Gloves,Accessories,M,Blue,Spring,4.9
459,Shorts,Clothing,L,Black,Winter,4
460,Hat,Accessories,L,Black,Winter,3.8
461,Shoes,Footwear,L,Teal,Summer,3.7
462,Boots,Footwear,M,Yellow,Winter,3.9
463,Jacket,Outerwear,M,White,Fall,3.3
464,Jewelry,Accessories,S,Orange,Summer,2.7
465,Sunglasses,Accessories,M,Silver,Winter,4.7
466,Skirt,Clothing,M,Pink,Summer,2.8
467,Jeans,Clothing,L,Turquoise,Winter,4.6
468,Backpack,Accessories,S,Orange,Spring,4.5
469,Backpack,Accessories,S,Peach,Fall,5
470,Shorts,Clothing,L,Pink,Fall,4.1
471,Dress,Clothing,L,Teal,Summer,4.6
472,Scarf,Accessories,XL,White,Winter,4.9
473,Jeans,Clothing,L,Gray,Winter,3.9
474,Coat,Outerwear,L,Olive,Spring,3.9
475,Sweater,Clothing,XL,Maroon,Summer,2.6
476,Sneakers,Footwear,L,Magenta,Summer,2.7
477,Scarf,Accessories,M,Magenta,Spring,3.5
478,Sweater,Clothing,M,Green,Summer,3.7
479,Jewelry,Accessories,XL,Turquoise,Winter,3.2
480,Handbag,Accessories,L,Yellow,Winter,3.3
481,Hoodie,Clothing,M,Gray,Summer,4.8
482,Hat,Accessories,L,Peach,Fall,3.2
483,Belt,Accessories,M,Yellow,Winter,2.5
484,Hoodie,Clothing,M,White,Fall,3.9
485,Hat,Accessories,L,Lavender,Summer,4.7
486,Shoes,Footwear,S,Blue,Spring,2.6
487,Sandals,Footwear,M,Charcoal,Fall,2.8
488,Jacket,Outerwear,L,Red,Winter,4.4
489,Sweater,Clothing,L,Olive,Spring,4.6
490,Socks,Clothing,M,Green,Summer,3.2
491,Sneakers,Footwear,M,Silver,Winter,4.2
492,Coat,Outerwear,M,Silver,Summer,3.7
493,Shirt,Clothing,M,Black,Fall,3.9
494,Backpack,Accessories,XL,Red,Summer,4.7
495,Boots,Footwear,M,Indigo,Winter,4.5
496,Handbag,Accessories,XL,Cyan,Fall,3.3
497,Dress,Clothing,S,Maroon,Fall,3.3
498,Sneakers,Footwear,S,Silver,Winter,4.6
499,Boots,Footwear,M,Lavender,Spring,3.6
500,Shoes,Footwear,L,Silver,Winter,4.8
501,T-shirt,Clothing,L,Purple,Fall,4.8
502,Boots,Footwear,M,Cyan,Spring,2.9
503,Pants,Clothing,S,Cyan,Fall,2.8
504,Shoes,Footwear,M,Lavender,Summer,3.2
505,Shoes,Footwear,M,Maroon,Winter,3.9
506,T-shirt,Clothing,L,Gray,Spring,4.3
507,Scarf,Accessories,M,Olive,Fall,2.7
508,Shorts,Clothing,M,Magenta,Spring,5
509,Jewelry,Accessories,S,Yellow,Winter,3.7
510,T-shirt,Clothing,L,Cyan,Summer,3.9
511,Shirt,Clothing,M,Teal,Fall,3.9
512,Shirt,Clothing,L,Yellow,Fall,3.1
513,Gloves,Accessories,L,Peach,Winter,3.3
514,Scarf,Accessories,M,Peach,Fall,3.6
515,Skirt,Clothing,S,Olive,Winter,4.3
516,Hat,Accessories,L,Charcoal,Spring,4.5
517,Hoodie,Clothing,L,Indigo,Fall,2.8
518,Boots,Footwear,L,Silver,Fall,2.7
519,Blouse,Clothing,M,Beige,Fall,2.9
520,Belt,Accessories,L,Blue,Summer,4.4
521,Sunglasses,Accessories,M,White,Spring,3.9
522,Shorts,Clothing,L,Gold,Winter,3.5
523,Gloves,Accessories,M,Blue,Spring,2.5
524,Sandals,Footwear,M,Orange,Spring,4.9
525,Shirt,Clothing,M,Gold,Summer,4.8
526,Coat,Outerwear,M,Cyan,Spring,3.2
527,Pants,Clothing,S,Red,Winter,4.9
528,T-shirt,Clothing,L,Yellow,Winter,4.3
529,Sneakers,Footwear,S,Beige,Winter,3.2
530,Shorts,Clothing,M,Orange,Fall,3.7
531,Coat,Outerwear,XL,Magenta,Winter,3.2
532,Sandals,Footwear,L,Purple,Fall,3.4
