_purchase_id,purchase_id,customer_id,product_id,product_item ,purchase_amount,purchase_shipping type,purchase_discount,purchase_promocode,purchase_payment type,purchase_date
302,86,86,86,Sunglasses,95,Next Day Air,Yes,Yes,Debit Card,2024-12-23
303,87,87,87,Hoodie,41,2-Day Shipping,Yes,Yes,Cash,2024-04-17
304,88,88,88,Shoes,53,2-Day Shipping,Yes,Yes,Debit Card,2024-09-01
305,89,89,89,T-shirt,47,Free Shipping,Yes,Yes,Credit Card,2024-10-24
307,90,90,90,Jacket,83,Next Day Air,Yes,Yes,Cash,2024-10-06
308,91,91,91,Hat,48,Express,Yes,Yes,Credit Card,2024-07-23
309,92,92,92,Scarf,99,Standard,Yes,Yes,Credit Card,2024-01-14
310,93,93,93,Jacket,87,2-Day Shipping,Yes,Yes,Venmo,2024-12-14
311,94,94,94,Sweater,62,Standard,Yes,Yes,Credit Card,2024-11-18
313,95,95,95,Skirt,76,Free Shipping,Yes,Yes,Credit Card,2024-04-12
314,96,96,96,Sneakers,100,Free Shipping,Yes,Yes,PayPal,2024-10-03
315,97,97,97,Gloves,73,Express,Yes,Yes,Venmo,2024-05-26
316,98,98,98,Shoes,92,Store Pickup,Yes,Yes,Cash,2024-02-04
317,99,99,99,Jeans,67,Next Day Air,Yes,Yes,Bank Transfer,2024-05-23
319,100,100,100,Hoodie,40,Express,Yes,Yes,Debit Card,2024-07-23
320,101,101,101,Sunglasses,98,Express,Yes,Yes,Cash,2024-11-27
321,102,102,102,Coat,85,Express,Yes,Yes,Credit Card,2024-05-06
322,103,103,103,Socks,67,Next Day Air,Yes,Yes,Credit Card,2024-02-23
323,104,104,104,Boots,89,Next Day Air,Yes,Yes,Venmo,2024-02-17
325,105,105,105,Sunglasses,24,2-Day Shipping,Yes,Yes,PayPal,2024-05-03
326,106,106,106,Backpack,96,Next Day Air,Yes,Yes,Bank Transfer,2024-10-03
327,107,107,107,Jacket,35,Standard,Yes,Yes,Credit Card,2024-06-21
328,108,108,108,Sneakers,67,Next Day Air,Yes,Yes,PayPal,2024-01-10
329,109,109,109,Socks,79,Next Day Air,Yes,Yes,Bank Transfer,2024-03-22
331,110,110,110,T-shirt,85,Next Day Air,Yes,Yes,Bank Transfer,2024-04-14
332,111,111,111,Backpack,26,Standard,Yes,Yes,Venmo,2024-08-10
333,112,112,112,Belt,75,Free Shipping,Yes,Yes,Credit Card,2024-07-04
334,113,113,113,Gloves,65,Free Shipping,Yes,Yes,PayPal,2024-05-13
335,114,114,114,Hat,54,Next Day Air,Yes,Yes,PayPal,2024-12-07
337,115,115,115,Coat,95,Store Pickup,Yes,Yes,Cash,2024-07-01
338,116,116,116,Skirt,94,Standard,Yes,Yes,Debit Card,2024-04-01
339,117,117,117,Shoes,86,Free Shipping,Yes,Yes,Venmo,2024-04-27
340,118,118,118,Sandals,32,Express,Yes,Yes,Cash,2024-06-23
341,119,119,119,Sweater,45,2-Day Shipping,Yes,Yes,Cash,2024-11-27
343,120,120,120,Coat,76,Express,Yes,Yes,Cash,2024-09-25
344,121,121,121,Hat,84,Express,Yes,Yes,Bank Transfer,2024-06-14
345,122,122,122,Shorts,72,Standard,Yes,Yes,Cash,2024-01-20
346,123,123,123,Backpack,40,2-Day Shipping,Yes,Yes,Cash,2024-04-17
347,124,124,124,Sweater,89,Free Shipping,Yes,Yes,Cash,2024-10-10
349,125,125,125,Sweater,86,Next Day Air,Yes,Yes,PayPal,2024-04-21
350,126,126,126,Shorts,54,Next Day Air,Yes,Yes,Venmo,2024-02-27
351,127,127,127,Shorts,36,Store Pickup,Yes,Yes,Cash,2024-05-19
352,128,128,128,Sweater,89,Next Day Air,Yes,Yes,Credit Card,2024-12-11
353,129,129,129,Scarf,32,Standard,Yes,Yes,Credit Card,2024-05-11
355,130,130,130,Dress,67,2-Day Shipping,Yes,Yes,PayPal,2024-08-12
356,131,131,131,Scarf,39,Next Day Air,Yes,Yes,PayPal,2024-11-25
357,132,132,132,Skirt,29,Standard,Yes,Yes,Credit Card,2024-07-10
358,133,133,133,Backpack,58,2-Day Shipping,Yes,Yes,PayPal,2024-09-18
359,134,134,134,Sweater,65,Next Day Air,Yes,Yes,Venmo,2024-01-11
361,135,135,135,Hat,94,Store Pickup,Yes,Yes,Cash,2024-10-10
362,136,136,136,Sandals,81,Express,Yes,Yes,PayPal,2024-11-15
363,137,137,137,Blouse,86,Free Shipping,Yes,Yes,Debit Card,2024-02-11
364,138,138,138,Sneakers,43,Free Shipping,Yes,Yes,PayPal,2024-03-02
365,139,139,139,Skirt,29,Store Pickup,Yes,Yes,Bank Transfer,2024-02-25
367,140,140,140,Coat,95,Store Pickup,Yes,Yes,Venmo,2024-10-03
368,141,141,141,Shirt,28,2-Day Shipping,Yes,Yes,Credit Card,2024-09-04
369,142,142,142,Gloves,46,Free Shipping,Yes,Yes,PayPal,2024-10-03
370,143,143,143,Jacket,58,Free Shipping,Yes,Yes,Credit Card,2024-11-22
371,144,144,144,Coat,48,Store Pickup,Yes,Yes,PayPal,2024-10-19
373,145,145,145,Shoes,43,Express,Yes,Yes,Cash,2024-09-06
374,146,146,146,Jewelry,95,Standard,Yes,Yes,Debit Card,2024-11-14
375,147,147,147,Skirt,30,Standard,Yes,Yes,Venmo,2024-11-11
376,148,148,148,Shoes,64,2-Day Shipping,Yes,Yes,Bank Transfer,2024-08-24
377,149,149,149,Gloves,90,Store Pickup,Yes,Yes,Debit Card,2024-09-24
379,150,150,150,Pants,76,Free Shipping,Yes,Yes,PayPal,2024-08-12
380,151,151,151,Boots,96,Standard,Yes,Yes,Debit Card,2024-09-26
381,152,152,152,Sunglasses,47,Next Day Air,Yes,Yes,Venmo,2024-11-08
382,153,153,153,Shirt,85,Express,Yes,Yes,Venmo,2024-06-02
383,154,154,154,Hoodie,55,Standard,Yes,Yes,Debit Card,2024-01-21
385,155,155,155,Dress,98,Next Day Air,Yes,Yes,Venmo,2024-10-18
386,156,156,156,Socks,77,Free Shipping,Yes,Yes,Bank Transfer,2024-05-08
387,157,157,157,Shorts,26,Standard,Yes,Yes,Debit Card,2024-10-05
388,158,158,158,Hat,68,Next Day Air,Yes,Yes,Bank Transfer,2024-11-24
389,159,159,159,Shirt,73,Standard,Yes,Yes,Bank Transfer,2024-09-02
391,160,160,160,Gloves,27,Store Pickup,Yes,Yes,Bank Transfer,2024-11-22
392,161,161,161,Gloves,23,Free Shipping,Yes,Yes,Venmo,2024-07-02
393,162,162,162,Backpack,49,Express,Yes,Yes,Venmo,2024-11-10
394,163,163,163,Sunglasses,74,Store Pickup,Yes,Yes,PayPal,2024-07-25
395,164,164,164,Skirt,67,Standard,Yes,Yes,Debit Card,2024-06-20
397,165,165,165,Handbag,65,Free Shipping,Yes,Yes,Credit Card,2024-03-09
398,166,166,166,Handbag,60,Store Pickup,Yes,Yes,Cash,2024-02-02
399,167,167,167,Sneakers,31,Store Pickup,Yes,Yes,Cash,2024-09-01
400,168,168,168,Gloves,27,Express,Yes,Yes,Credit Card,2024-11-09
401,169,169,169,Shoes,80,Express,Yes,Yes,Cash,2024-06-22
403,170,170,170,Jacket,30,Standard,Yes,Yes,PayPal,2024-07-17
404,171,171,171,Shirt,25,Store Pickup,Yes,Yes,Venmo,2024-10-21
405,172,172,172,Shorts,35,Store Pickup,Yes,Yes,Credit Card,2024-07-09
406,173,173,173,Jewelry,67,Next Day Air,Yes,Yes,Credit Card,2024-08-02
407,174,174,174,Hat,46,Standard,Yes,Yes,Cash,2024-09-27
409,175,175,175,Shoes,35,Express,Yes,Yes,Venmo,2024-12-09
410,176,176,176,Coat,86,Next Day Air,Yes,Yes,Bank Transfer,2024-10-18
411,177,177,177,Backpack,81,Next Day Air,Yes,Yes,Credit Card,2024-05-27
412,178,178,178,Hoodie,42,Next Day Air,Yes,Yes,Bank Transfer,2024-10-09
413,179,179,179,Skirt,43,2-Day Shipping,Yes,Yes,PayPal,2024-10-10
415,180,180,180,Boots,31,Store Pickup,Yes,Yes,Bank Transfer,2024-11-11
416,181,181,181,Sandals,81,Store Pickup,Yes,Yes,Debit Card,2024-10-01
417,182,182,182,Pants,61,Next Day Air,Yes,Yes,Bank Transfer,2024-07-01
418,183,183,183,Gloves,96,Store Pickup,Yes,Yes,Debit Card,2024-07-09
419,184,184,184,Skirt,29,2-Day Shipping,Yes,Yes,Credit Card,2024-03-07
421,185,185,185,Sneakers,33,Express,Yes,Yes,Cash,2024-03-21
422,186,186,186,T-shirt,32,Store Pickup,Yes,Yes,Bank Transfer,2024-08-25
423,187,187,187,Backpack,56,Standard,Yes,Yes,Debit Card,2024-06-02
424,188,188,188,Shoes,94,Store Pickup,Yes,Yes,Bank Transfer,2024-04-15
425,189,189,189,Hoodie,53,Express,Yes,Yes,Bank Transfer,2024-04-25
427,190,190,190,Blouse,82,Next Day Air,Yes,Yes,Credit Card,2024-10-19
428,191,191,191,Coat,70,Free Shipping,Yes,Yes,Venmo,2024-10-07
429,192,192,192,Hat,76,Free Shipping,Yes,Yes,Cash,2024-11-28
430,193,193,193,Shoes,29,Express,Yes,Yes,PayPal,2024-08-28
431,194,194,194,Belt,100,Standard,Yes,Yes,Venmo,2024-09-23
433,195,195,195,Backpack,94,Express,Yes,Yes,Debit Card,2024-04-10
434,196,196,196,Jacket,25,Free Shipping,Yes,Yes,Credit Card,2024-09-18
435,197,197,197,Boots,88,Next Day Air,Yes,Yes,Credit Card,2024-07-05
436,198,198,198,Scarf,78,2-Day Shipping,Yes,Yes,Credit Card,2024-09-18
437,199,199,199,Jewelry,45,Standard,Yes,Yes,Credit Card,2024-12-24
439,200,200,200,Hat,73,Express,Yes,Yes,Cash,2024-06-27
440,201,201,201,Dress,61,Next Day Air,Yes,Yes,Venmo,2024-07-02
441,202,202,202,Blouse,22,Free Shipping,Yes,Yes,Bank Transfer,2024-11-21
442,203,203,203,Hat,38,Express,Yes,Yes,Venmo,2024-04-20
443,204,204,204,Scarf,38,Next Day Air,Yes,Yes,Bank Transfer,2024-11-08
445,205,205,205,Sneakers,100,Store Pickup,Yes,Yes,Cash,2024-11-20
446,206,206,206,Shirt,64,Standard,Yes,Yes,PayPal,2024-02-16
447,207,207,207,T-shirt,55,Free Shipping,Yes,Yes,Venmo,2024-08-21
448,208,208,208,Gloves,91,Express,Yes,Yes,Bank Transfer,2024-08-16
449,209,209,209,Skirt,38,Store Pickup,Yes,Yes,Credit Card,2024-05-23
451,210,210,210,Sandals,97,Store Pickup,Yes,Yes,Cash,2024-12-09
452,211,211,211,Jacket,22,2-Day Shipping,Yes,Yes,PayPal,2024-11-24
453,212,212,212,Skirt,92,2-Day Shipping,Yes,Yes,Debit Card,2024-10-24
454,213,213,213,Handbag,84,Express,Yes,Yes,Debit Card,2024-09-23
455,214,214,214,Handbag,93,Store Pickup,Yes,Yes,Debit Card,2024-11-26
457,215,215,215,Jacket,50,Next Day Air,Yes,Yes,Cash,2024-08-03
458,216,216,216,Scarf,64,2-Day Shipping,Yes,Yes,PayPal,2024-04-03
459,217,217,217,Shorts,61,Free Shipping,Yes,Yes,Venmo,2024-05-26
460,218,218,218,Sunglasses,48,Next Day Air,Yes,Yes,Bank Transfer,2024-01-27
461,219,219,219,T-shirt,45,Store Pickup,Yes,Yes,Credit Card,2024-04-06
463,220,220,220,Belt,88,Free Shipping,Yes,Yes,Cash,2024-03-27
464,221,221,221,Sneakers,57,Express,Yes,Yes,Debit Card,2024-05-07
465,222,222,222,Hat,68,Store Pickup,Yes,Yes,Bank Transfer,2024-07-18
466,223,223,223,Gloves,94,2-Day Shipping,Yes,Yes,PayPal,2024-03-04
467,224,224,224,Pants,41,Free Shipping,Yes,Yes,PayPal,2024-05-16
469,225,225,225,Socks,83,Free Shipping,Yes,Yes,Cash,2024-08-18
470,226,226,226,Jacket,22,Next Day Air,Yes,Yes,Bank Transfer,2024-04-08
471,227,227,227,Shoes,74,Free Shipping,Yes,Yes,PayPal,2024-03-07
472,228,228,228,Jeans,90,Standard,Yes,Yes,Venmo,2024-01-26
473,229,229,229,Socks,79,Store Pickup,Yes,Yes,Credit Card,2024-03-02
475,230,230,230,Sandals,28,Next Day Air,Yes,Yes,PayPal,2024-03-01
476,231,231,231,Scarf,88,Standard,Yes,Yes,Credit Card,2024-10-13
477,232,232,232,Blouse,26,2-Day Shipping,Yes,Yes,Debit Card,2024-04-17
478,233,233,233,Jewelry,27,Express,Yes,Yes,Bank Transfer,2024-01-13
479,234,234,234,Sweater,83,Next Day Air,Yes,Yes,Bank Transfer,2024-09-10
481,235,235,235,Gloves,39,Next Day Air,Yes,Yes,Credit Card,2024-08-09
482,236,236,236,Sunglasses,89,Free Shipping,Yes,Yes,Debit Card,2024-01-01
483,237,237,237,Coat,68,Next Day Air,Yes,Yes,PayPal,2024-01-27
484,238,238,238,Dress,90,Store Pickup,Yes,Yes,Debit Card,2024-07-14
485,239,239,239,Skirt,34,Free Shipping,Yes,Yes,Cash,2024-11-06
487,240,240,240,Pants,51,Express,Yes,Yes,Credit Card,2024-08-19
488,241,241,241,Sweater,45,Free Shipping,Yes,Yes,Bank Transfer,2024-01-22
489,242,242,242,Hoodie,88,Free Shipping,Yes,Yes,Venmo,2024-01-17
490,243,243,243,Coat,85,Store Pickup,Yes,Yes,Debit Card,2024-06-27
491,244,244,244,Jewelry,100,2-Day Shipping,Yes,Yes,Debit Card,2024-01-05
493,245,245,245,Belt,42,2-Day Shipping,Yes,Yes,PayPal,2024-05-27
494,246,246,246,Sandals,53,Next Day Air,Yes,Yes,Venmo,2024-07-12
495,247,247,247,Sunglasses,86,Express,Yes,Yes,Venmo,2024-03-27
496,248,248,248,Sweater,66,Standard,Yes,Yes,Debit Card,2024-04-18
497,249,249,249,Belt,100,Express,Yes,Yes,PayPal,2024-02-11
499,250,250,250,Handbag,47,Standard,Yes,Yes,Credit Card,2024-09-04
500,251,251,251,Skirt,25,Express,Yes,Yes,Bank Transfer,2024-11-10
501,252,252,252,Handbag,51,Standard,Yes,Yes,PayPal,2024-02-22
502,253,253,253,Shorts,41,Free Shipping,Yes,Yes,Venmo,2024-06-14
503,254,254,254,Boots,73,2-Day Shipping,Yes,Yes,Bank Transfer,2024-01-25
505,255,255,255,Sunglasses,42,Store Pickup,Yes,Yes,PayPal,2024-12-06
506,256,256,256,Scarf,20,Free Shipping,Yes,Yes,Debit Card,2024-03-11
507,257,257,257,Jewelry,30,Express,Yes,Yes,Credit Card,2024-03-04
508,258,258,258,Handbag,53,Express,Yes,Yes,Credit Card,2024-06-16
509,259,259,259,Gloves,74,Express,Yes,Yes,Cash,2024-05-01
511,260,260,260,Jeans,57,Standard,Yes,Yes,Debit Card,2024-10-23
512,261,261,261,Hat,57,2-Day Shipping,Yes,Yes,Credit Card,2024-02-25
513,262,262,262,Jeans,77,Standard,Yes,Yes,Credit Card,2024-02-22
514,263,263,263,Pants,40,Next Day Air,Yes,Yes,Debit Card,2024-07-22
515,264,264,264,Shorts,46,Store Pickup,Yes,Yes,Venmo,2024-08-04
517,265,265,265,Pants,78,Store Pickup,Yes,Yes,Cash,2024-09-26
518,266,266,266,Backpack,59,2-Day Shipping,Yes,Yes,Bank Transfer,2024-05-02
519,267,267,267,Jewelry,75,Express,Yes,Yes,Credit Card,2024-07-06
520,268,268,268,Sweater,54,2-Day Shipping,Yes,Yes,Venmo,2024-04-14
521,269,269,269,Shoes,42,Store Pickup,Yes,Yes,Cash,2024-05-22
523,270,270,270,Blouse,44,Next Day Air,Yes,Yes,Cash,2024-02-11
524,271,271,271,Jeans,52,Free Shipping,Yes,Yes,Bank Transfer,2024-09-19
525,272,272,272,Sunglasses,69,Express,Yes,Yes,Credit Card,2024-06-12
526,273,273,273,Jewelry,26,2-Day Shipping,Yes,Yes,Debit Card,2024-08-17
527,274,274,274,Coat,33,Express,Yes,Yes,Debit Card,2024-04-01
529,275,275,275,Jewelry,32,Express,Yes,Yes,Cash,2024-05-16
530,276,276,276,Backpack,85,Express,Yes,Yes,Credit Card,2024-12-11
531,277,277,277,Skirt,30,Express,Yes,Yes,Bank Transfer,2024-09-15
532,278,278,278,Shirt,29,Store Pickup,Yes,Yes,Bank Transfer,2024-02-14
533,279,279,279,Sweater,95,Express,Yes,Yes,Debit Card,2024-05-28
535,280,280,280,Sneakers,69,Standard,Yes,Yes,Bank Transfer,2024-07-03
536,281,281,281,Sandals,69,2-Day Shipping,Yes,Yes,Cash,2024-10-01
537,282,282,282,Belt,61,Standard,Yes,Yes,Debit Card,2024-04-03
538,283,283,283,Skirt,94,2-Day Shipping,Yes,Yes,Cash,2024-06-03
539,284,284,284,Sweater,30,Next Day Air,Yes,Yes,Venmo,2024-09-07
541,285,285,285,Skirt,45,Standard,Yes,Yes,PayPal,2024-08-14
542,286,286,286,Handbag,39,Express,Yes,Yes,Debit Card,2024-06-18
543,287,287,287,Jewelry,51,Store Pickup,Yes,Yes,Debit Card,2024-06-04
544,288,288,288,Scarf,37,2-Day Shipping,Yes,Yes,Venmo,2024-03-19
545,289,289,289,T-shirt,62,2-Day Shipping,Yes,Yes,Venmo,2024-02-10
547,290,290,290,Coat,85,2-Day Shipping,Yes,Yes,Credit Card,2024-09-07
548,291,291,291,T-shirt,33,Standard,Yes,Yes,PayPal,2024-01-11
549,292,292,292,Dress,26,Next Day Air,Yes,Yes,Bank Transfer,2024-10-14
550,293,293,293,Shoes,99,Free Shipping,Yes,Yes,Cash,2024-05-19
551,294,294,294,Handbag,39,Express,Yes,Yes,PayPal,2024-04-01
553,295,295,295,Skirt,20,Store Pickup,Yes,Yes,Credit Card,2024-05-23
554,296,296,296,Sunglasses,42,Store Pickup,Yes,Yes,Credit Card,2024-12-17
555,297,297,297,Sandals,74,2-Day Shipping,Yes,Yes,Credit Card,2024-04-12
556,298,298,298,Shoes,26,Standard,Yes,Yes,Credit Card,2024-07-14
557,299,299,299,T-shirt,53,Standard,Yes,Yes,Venmo,2024-02-14
559,300,300,300,Sneakers,80,Next Day Air,Yes,Yes,PayPal,2024-08-15
560,301,301,301,Hat,98,Store Pickup,Yes,Yes,PayPal,2024-04-07
561,302,302,302,Skirt,95,Standard,Yes,Yes,Credit Card,2024-04-07
562,303,303,303,Sweater,44,Express,Yes,Yes,Bank Transfer,2024-08-02
563,304,304,304,Sandals,60,Next Day Air,Yes,Yes,Venmo,2024-06-17
565,305,305,305,Dress,84,Next Day Air,Yes,Yes,Credit Card,2024-12-21
566,306,306,306,Sweater,59,2-Day Shipping,Yes,Yes,PayPal,2024-11-26
567,307,307,307,Jacket,49,Express,Yes,Yes,Cash,2024-08-07
568,308,308,308,Gloves,32,Free Shipping,Yes,Yes,Credit Card,2024-12-23
569,309,309,309,Handbag,29,Standard,Yes,Yes,Venmo,2024-09-09
571,310,310,310,Dress,22,Standard,Yes,Yes,Cash,2024-04-13
572,311,311,311,Pants,85,Standard,Yes,Yes,Cash,2024-01-28
573,312,312,312,Jeans,52,Store Pickup,Yes,Yes,Bank Transfer,2024-02-08
574,313,313,313,Pants,89,Next Day Air,Yes,Yes,PayPal,2024-04-07
575,314,314,314,Dress,77,Express,Yes,Yes,Credit Card,2024-04-27
577,315,315,315,Pants,24,Store Pickup,Yes,Yes,Debit Card,2024-07-19
578,316,316,316,Jewelry,24,Express,Yes,Yes,Debit Card,2024-04-12
579,317,317,317,Handbag,22,Free Shipping,Yes,Yes,Venmo,2024-09-08
580,318,318,318,Sweater,82,Standard,Yes,Yes,Cash,2024-11-09
581,319,319,319,Backpack,67,Standard,Yes,Yes,Cash,2024-01-20
583,320,320,320,Shorts,74,Standard,Yes,Yes,Cash,2024-03-03
584,321,321,321,Jewelry,72,Standard,Yes,Yes,Debit Card,2024-06-04
585,322,322,322,Sneakers,36,Free Shipping,Yes,Yes,Debit Card,2024-07-17
586,323,323,323,Belt,95,Standard,Yes,Yes,Credit Card,2024-02-05
587,324,324,324,Hoodie,78,Next Day Air,Yes,Yes,PayPal,2024-02-22
589,325,325,325,Shirt,82,Standard,Yes,Yes,Venmo,2024-07-23
590,326,326,326,Pants,70,Free Shipping,Yes,Yes,Debit Card,2024-12-06
591,327,327,327,Scarf,41,Store Pickup,Yes,Yes,Bank Transfer,2024-09-03
592,328,328,328,Coat,42,Free Shipping,Yes,Yes,PayPal,2024-08-06
593,329,329,329,Coat,50,Free Shipping,Yes,Yes,Credit Card,2024-10-25
595,330,330,330,Socks,31,2-Day Shipping,Yes,Yes,Bank Transfer,2024-08-12
596,331,331,331,Sweater,51,Express,Yes,Yes,Venmo,2024-01-10
597,332,332,332,Shirt,98,Store Pickup,Yes,Yes,PayPal,2024-11-26
