customer_id,customer_age,customer_gender,customer_location,customer_subscription,customer_purchase count,customer_purchase frequency
131,44,Male,Kentucky,1,13,Fortnightly
132,28,Male,Maine,1,46,Weekly
133,30,Male,New Mexico,1,42,Weekly
134,52,Male,Montana,1,25,Annually
135,43,Male,Texas,1,25,Monthly
136,43,Male,Kansas,1,12,Quarterly
137,39,Male,South Carolina,1,4,Quarterly
138,68,Male,Colorado,1,38,Weekly
139,68,Male,Georgia,1,42,Weekly
140,49,Male,Florida,1,30,Annually
141,63,Male,North Carolina,1,50,Weekly
142,56,Male,Virginia,1,45,Weekly
143,37,Male,Nebraska,1,33,Fortnightly
144,30,Male,Missouri,1,25,Quarterly
145,19,Male,New Jersey,1,25,Monthly
146,24,Male,Missouri,1,44,Quarterly
147,52,Male,Colorado,1,21,Fortnightly
148,63,Male,Idaho,1,31,Fortnightly
149,37,Male,Wyoming,1,47,Annually
150,38,Male,Delaware,1,14,Monthly
151,35,Male,California,1,17,Every 3 Months
152,28,Male,North Dakota,1,3,Annually
153,30,Male,South Carolina,1,42,Annually
154,69,Male,North Carolina,1,22,Annually
155,41,Male,Oklahoma,1,21,Quarterly
156,63,Male,Maine,1,21,Quarterly
157,35,Male,Missouri,1,40,Annually
158,36,Male,Vermont,1,1,Fortnightly
159,25,Male,Connecticut,1,50,Monthly
160,58,Male,New Hampshire,1,39,Every 3 Months
161,27,Male,Texas,1,34,Monthly
162,65,Male,North Dakota,1,29,Fortnightly
163,54,Male,California,1,31,Bi-Weekly
164,54,Male,Virginia,1,8,Weekly
165,59,Male,Delaware,1,5,Fortnightly
166,42,Male,Kentucky,1,7,Monthly
167,46,Male,Delaware,1,30,Monthly
168,33,Male,Arkansas,1,14,Every 3 Months
169,34,Male,Louisiana,1,5,Fortnightly
170,27,Male,Nevada,1,3,Every 3 Months
171,52,Male,Wyoming,1,46,Bi-Weekly
172,29,Male,Virginia,1,4,Weekly
173,54,Male,Nebraska,1,42,Bi-Weekly
174,25,Male,Hawaii,1,30,Annually
175,41,Male,Vermont,1,37,Annually
176,53,Male,Oklahoma,1,2,Annually
177,53,Male,New Hampshire,1,30,Quarterly
178,21,Male,Kansas,1,47,Monthly
179,61,Male,Idaho,1,21,Quarterly
180,64,Male,Illinois,1,9,Fortnightly
181,51,Male,South Dakota,1,12,Fortnightly
182,32,Male,Massachusetts,1,4,Weekly
183,38,Male,Alabama,1,10,Annually
184,58,Male,Ohio,1,26,Weekly
185,32,Male,Hawaii,1,40,Fortnightly
186,46,Male,Wisconsin,1,34,Fortnightly
187,39,Male,Minnesota,1,31,Annually
188,19,Male,Georgia,1,1,Bi-Weekly
189,50,Male,Arkansas,1,5,Bi-Weekly
190,36,Male,West Virginia,1,4,Weekly
191,65,Male,Indiana,1,48,Quarterly
192,64,Male,Utah,1,29,Every 3 Months
193,46,Male,Nebraska,1,12,Bi-Weekly
194,36,Male,North Dakota,1,29,Annually
195,51,Male,Missouri,1,15,Quarterly
196,51,Male,New York,1,34,Monthly
197,38,Male,Washington,1,41,Fortnightly
198,59,Male,South Carolina,1,41,Monthly
199,57,Male,Utah,1,39,Fortnightly
200,54,Male,Idaho,1,32,Weekly
201,25,Male,Pennsylvania,1,29,Monthly
202,69,Male,Missouri,1,15,Annually
203,57,Male,Nebraska,1,33,Annually
204,70,Male,Indiana,1,18,Weekly
205,24,Male,Arizona,1,35,Bi-Weekly
206,67,Male,Hawaii,1,25,Weekly
207,24,Male,Wisconsin,1,6,Fortnightly
208,62,Male,Rhode Island,1,17,Bi-Weekly
209,57,Male,Wisconsin,1,17,Monthly
210,55,Male,Minnesota,1,44,Every 3 Months
211,45,Male,Vermont,1,6,Fortnightly
212,69,Male,South Dakota,1,45,Fortnightly
213,67,Male,Virginia,1,7,Annually
214,30,Male,Nevada,1,11,Every 3 Months
215,24,Male,Hawaii,1,41,Every 3 Months
216,62,Male,New Jersey,1,24,Bi-Weekly
217,43,Male,Massachusetts,1,21,Weekly
218,35,Male,Oklahoma,1,24,Annually
219,28,Male,California,1,8,Quarterly
220,32,Male,Nevada,1,12,Fortnightly
221,39,Male,Arizona,1,48,Fortnightly
222,28,Male,North Carolina,1,6,Quarterly
223,47,Male,New York,1,14,Fortnightly
224,20,Male,Wyoming,1,34,Annually
225,63,Male,South Dakota,1,12,Every 3 Months
226,25,Male,Arkansas,1,11,Annually
227,29,Male,Texas,1,5,Monthly
228,50,Male,Rhode Island,1,25,Fortnightly
229,18,Male,New Hampshire,1,11,Annually
230,70,Male,Ohio,1,27,Every 3 Months
231,66,Male,Utah,1,43,Annually
232,28,Male,Tennessee,1,18,Every 3 Months
233,54,Male,Hawaii,1,32,Bi-Weekly
234,19,Male,Arizona,1,27,Every 3 Months
235,20,Male,South Dakota,1,24,Weekly
236,43,Male,New Jersey,1,31,Quarterly
237,38,Male,North Dakota,1,39,Fortnightly
238,50,Male,Iowa,1,36,Fortnightly
239,64,Male,Ohio,1,5,Annually
240,49,Male,Vermont,1,47,Bi-Weekly
241,47,Male,Montana,1,29,Fortnightly
242,36,Male,Delaware,1,43,Bi-Weekly
243,55,Male,New York,1,40,Every 3 Months
244,25,Male,Kentucky,1,4,Monthly
245,53,Male,Oregon,1,39,Weekly
246,49,Male,Rhode Island,1,45,Fortnightly
247,35,Male,Nevada,1,20,Bi-Weekly
248,29,Male,Montana,1,14,Weekly
249,47,Male,Pennsylvania,1,33,Weekly
250,53,Male,Alaska,1,18,Annually
251,33,Male,Mississippi,1,9,Weekly
252,21,Male,Wyoming,1,34,Annually
253,32,Male,Delaware,1,33,Fortnightly
254,52,Male,Oklahoma,1,15,Bi-Weekly
255,67,Male,Indiana,1,4,Bi-Weekly
256,43,Male,Maryland,1,25,Annually
257,58,Male,South Dakota,1,20,Every 3 Months
258,20,Male,West Virginia,1,5,Quarterly
259,61,Male,Alabama,1,16,Quarterly
260,32,Male,Louisiana,1,13,Annually
261,38,Male,Montana,1,11,Every 3 Months
262,21,Male,California,1,21,Annually
263,37,Male,Hawaii,1,6,Annually
264,27,Male,Iowa,1,29,Monthly
265,36,Male,Colorado,1,15,Annually
266,32,Male,Michigan,1,17,Bi-Weekly
267,51,Male,Louisiana,1,32,Weekly
268,64,Male,Maryland,1,42,Annually
269,68,Male,Georgia,1,21,Monthly
270,68,Male,Georgia,1,9,Bi-Weekly
271,33,Male,North Dakota,1,16,Annually
272,65,Male,Maryland,1,42,Fortnightly
273,48,Male,Oregon,1,37,Bi-Weekly
274,69,Male,North Dakota,1,32,Quarterly
275,59,Male,Maryland,1,28,Bi-Weekly
276,48,Male,Virginia,1,13,Weekly
277,25,Male,South Dakota,1,11,Fortnightly
278,29,Male,Georgia,1,36,Bi-Weekly
279,57,Male,Hawaii,1,23,Annually
280,23,Male,Arkansas,1,37,Monthly
281,45,Male,Montana,1,21,Bi-Weekly
282,38,Male,Oklahoma,1,22,Bi-Weekly
283,21,Male,Minnesota,1,9,Monthly
284,32,Male,Montana,1,16,Annually
285,63,Male,Ohio,1,4,Quarterly
286,29,Male,Kentucky,1,3,Bi-Weekly
287,27,Male,Nebraska,1,6,Annually
288,56,Male,Delaware,1,18,Fortnightly
289,30,Male,North Carolina,1,34,Bi-Weekly
290,49,Male,New York,1,26,Monthly
291,58,Male,Colorado,1,50,Weekly
292,57,Male,Delaware,1,40,Monthly
293,60,Male,Utah,1,24,Quarterly
294,69,Male,Connecticut,1,33,Annually
295,70,Male,New Jersey,1,19,Every 3 Months
296,53,Male,West Virginia,1,24,Quarterly
297,25,Male,Indiana,1,19,Weekly
298,48,Male,Delaware,1,4,Bi-Weekly
299,69,Male,Maryland,1,11,Every 3 Months
300,25,Male,Pennsylvania,1,28,Fortnightly
301,29,Male,Iowa,1,24,Weekly
302,46,Male,Pennsylvania,1,25,Every 3 Months
303,37,Male,Delaware,1,27,Every 3 Months
304,20,Male,Oregon,1,49,Weekly
305,40,Male,Oregon,1,45,Bi-Weekly
306,60,Male,Utah,1,26,Annually
307,26,Male,North Dakota,1,4,Annually
308,29,Male,Florida,1,3,Every 3 Months
309,66,Male,Maryland,1,45,Bi-Weekly
310,66,Male,Minnesota,1,21,Fortnightly
311,56,Male,Montana,1,50,Fortnightly
312,69,Male,Rhode Island,1,19,Monthly
313,38,Male,Massachusetts,1,6,Annually
314,42,Male,Vermont,1,50,Every 3 Months
315,30,Male,New Jersey,1,17,Every 3 Months
316,66,Male,Wisconsin,1,24,Annually
317,36,Male,California,1,46,Monthly
318,58,Male,West Virginia,1,42,Every 3 Months
319,45,Male,South Dakota,1,10,Annually
320,47,Male,Maine,1,1,Every 3 Months
321,66,Male,Kansas,1,28,Quarterly
322,41,Male,Vermont,1,48,Quarterly
323,41,Male,Tennessee,1,47,Monthly
324,66,Male,Tennessee,1,29,Bi-Weekly
325,37,Male,Wyoming,1,37,Quarterly
326,70,Male,Vermont,1,38,Annually
327,62,Male,New Jersey,1,48,Weekly
328,61,Male,Iowa,1,36,Weekly
329,48,Male,Florida,1,9,Weekly
330,70,Male,Nevada,1,34,Monthly
331,46,Male,North Dakota,1,43,Bi-Weekly
332,31,Male,Florida,1,46,Quarterly
333,19,Male,New York,1,5,Monthly
334,39,Male,Alaska,1,15,Bi-Weekly
335,41,Male,Kansas,1,30,Annually
336,20,Male,Oregon,1,44,Every 3 Months
337,36,Male,Rhode Island,1,16,Annually
338,32,Male,New Mexico,1,16,Annually
339,69,Male,Massachusetts,1,16,Weekly
340,40,Male,Pennsylvania,1,21,Every 3 Months
341,40,Male,New Jersey,1,39,Every 3 Months
342,20,Male,Utah,1,40,Bi-Weekly
343,64,Male,Kentucky,1,48,Every 3 Months
344,27,Male,Nebraska,1,26,Monthly
345,24,Male,Virginia,1,46,Monthly
346,48,Male,Wyoming,1,27,Annually
347,49,Male,New Mexico,1,5,Weekly
348,36,Male,Oregon,1,43,Fortnightly
349,56,Male,South Carolina,1,17,Fortnightly
350,37,Male,Arizona,1,3,Bi-Weekly
351,42,Male,Kentucky,1,47,Fortnightly
352,28,Male,New York,1,24,Bi-Weekly
353,27,Male,Texas,1,12,Every 3 Months
354,63,Male,Missouri,1,35,Monthly
355,58,Male,Pennsylvania,1,42,Weekly
356,37,Male,Oregon,1,1,Every 3 Months
357,56,Male,Nevada,1,27,Weekly
358,18,Male,Arkansas,1,16,Bi-Weekly
359,48,Male,Minnesota,1,36,Every 3 Months
360,31,Male,Georgia,1,30,Every 3 Months
361,51,Male,Rhode Island,1,18,Fortnightly
362,65,Male,Nevada,1,45,Annually
363,53,Male,Texas,1,1,Fortnightly
364,55,Male,Florida,1,42,Fortnightly
365,62,Male,North Dakota,1,7,Every 3 Months
366,55,Male,West Virginia,1,50,Quarterly
367,64,Male,Nebraska,1,37,Fortnightly
368,52,Male,Tennessee,1,18,Monthly
369,24,Male,Oklahoma,1,29,Monthly
370,38,Male,Wisconsin,1,45,Quarterly
371,59,Male,Oregon,1,13,Weekly
372,27,Male,North Carolina,1,47,Monthly
373,24,Male,Pennsylvania,1,7,Weekly
374,23,Male,North Dakota,1,11,Bi-Weekly
375,69,Male,Ohio,1,39,Monthly
376,59,Male,Oklahoma,1,6,Quarterly
377,51,Male,South Carolina,1,2,Bi-Weekly
378,63,Male,Maine,1,39,Every 3 Months
379,54,Male,Nevada,1,23,Monthly
380,32,Male,Montana,1,46,Bi-Weekly
381,39,Male,New Hampshire,1,19,Weekly
382,66,Male,Maine,1,3,Every 3 Months
383,28,Male,California,1,47,Quarterly
384,50,Male,West Virginia,1,6,Quarterly
385,70,Male,California,1,6,Annually
386,67,Male,West Virginia,1,12,Bi-Weekly
387,64,Male,Louisiana,1,40,Quarterly
388,45,Male,Georgia,1,38,Fortnightly
389,22,Male,Washington,1,10,Quarterly
390,27,Male,Virginia,1,28,Monthly
391,25,Male,Indiana,1,19,Annually
392,37,Male,Minnesota,1,25,Fortnightly
393,26,Male,Idaho,1,38,Annually
394,33,Male,Vermont,1,6,Fortnightly
395,43,Male,North Dakota,1,7,Bi-Weekly
396,37,Male,Rhode Island,1,2,Annually
397,46,Male,South Carolina,1,24,Annually
398,22,Male,Mississippi,1,26,Annually
399,20,Male,Montana,1,25,Every 3 Months
400,60,Male,Idaho,1,10,Monthly
401,39,Male,Utah,1,14,Fortnightly
402,43,Male,Oklahoma,1,21,Quarterly
403,31,Male,California,1,26,Monthly
404,19,Male,Nevada,1,12,Annually
405,35,Male,Delaware,1,11,Monthly
406,41,Male,South Carolina,1,15,Annually
407,52,Male,Maryland,1,13,Monthly
408,45,Male,North Carolina,1,5,Bi-Weekly
409,34,Male,Alabama,1,36,Fortnightly
410,35,Male,Minnesota,1,32,Monthly
411,29,Male,Virginia,1,1,Quarterly
412,59,Male,Michigan,1,15,Annually
413,24,Male,Maine,1,3,Weekly
414,70,Male,Nevada,1,48,Monthly
415,29,Male,Wyoming,1,30,Weekly
416,67,Male,Connecticut,1,40,Monthly
417,36,Male,Oregon,1,24,Fortnightly
418,23,Male,Mississippi,1,48,Quarterly
419,18,Male,Illinois,1,27,Bi-Weekly
420,53,Male,Utah,1,14,Every 3 Months
421,32,Male,North Carolina,1,18,Bi-Weekly
422,38,Male,Kentucky,1,48,Bi-Weekly
423,47,Male,Minnesota,1,32,Annually
424,46,Male,New York,1,21,Bi-Weekly
425,66,Male,Illinois,1,42,Fortnightly
426,40,Male,North Dakota,1,4,Quarterly
427,43,Male,Louisiana,1,19,Quarterly
428,58,Male,Illinois,1,6,Quarterly
429,21,Male,Wyoming,1,2,Fortnightly
430,42,Male,Washington,1,21,Fortnightly
431,24,Male,Texas,1,40,Annually
432,43,Male,New Hampshire,1,33,Fortnightly
433,47,Male,Indiana,1,26,Weekly
434,49,Male,Alabama,1,23,Fortnightly
435,50,Male,Oklahoma,1,39,Every 3 Months
436,51,Male,Montana,1,42,Monthly
437,40,Male,Tennessee,1,41,Weekly
438,45,Male,New Mexico,1,41,Annually
439,52,Male,Iowa,1,12,Fortnightly
440,62,Male,Idaho,1,31,Monthly
441,20,Male,Oklahoma,1,34,Fortnightly
442,43,Male,Florida,1,32,Annually
443,29,Male,Michigan,1,31,Quarterly
444,22,Male,Hawaii,1,24,Annually
445,48,Male,California,1,31,Annually
446,42,Male,Iowa,1,18,Annually
447,19,Male,West Virginia,1,15,Monthly
448,60,Male,Washington,1,7,Every 3 Months
449,32,Male,Missouri,1,35,Fortnightly
450,26,Male,New York,1,35,Monthly
451,25,Male,Connecticut,1,19,Monthly
452,66,Male,Virginia,1,26,Fortnightly
453,45,Male,Missouri,1,39,Fortnightly
454,54,Male,Nebraska,1,22,Weekly
455,37,Male,New Jersey,1,14,Bi-Weekly
456,54,Male,Utah,1,50,Fortnightly
457,50,Male,North Carolina,1,33,Quarterly
458,25,Male,Rhode Island,1,48,Every 3 Months
459,47,Male,Arkansas,1,48,Monthly
460,63,Male,Maryland,1,27,Fortnightly
461,64,Male,South Carolina,1,27,Weekly
462,18,Male,Ohio,1,20,Weekly
463,59,Male,Illinois,1,48,Every 3 Months
464,37,Male,Georgia,1,29,Weekly
465,23,Male,Alabama,1,45,Monthly
466,54,Male,Oklahoma,1,25,Quarterly
467,38,Male,Vermont,1,25,Weekly
468,19,Male,Nebraska,1,37,Every 3 Months
469,34,Male,Georgia,1,16,Quarterly
470,21,Male,Alabama,1,30,Bi-Weekly
471,50,Male,Minnesota,1,6,Every 3 Months
472,55,Male,Missouri,1,36,Quarterly
473,20,Male,Georgia,1,3,Quarterly
474,34,Male,West Virginia,1,29,Every 3 Months
475,62,Male,Arkansas,1,15,Quarterly
476,21,Male,Ohio,1,18,Annually
477,21,Male,Connecticut,1,2,Fortnightly
478,42,Male,North Dakota,1,49,Weekly
479,35,Male,Kansas,1,48,Annually
480,39,Male,Iowa,1,43,Monthly
481,68,Male,Vermont,1,30,Bi-Weekly
482,46,Male,Wisconsin,1,10,Fortnightly
483,41,Male,Connecticut,1,11,Annually
484,23,Male,Oklahoma,1,12,Weekly
485,68,Male,Missouri,1,28,Quarterly
486,48,Male,Tennessee,1,36,Fortnightly
487,38,Male,New Mexico,1,37,Every 3 Months
488,41,Male,Iowa,1,22,Quarterly
489,58,Male,Maine,1,32,Weekly
490,49,Male,South Dakota,1,40,Annually
491,57,Male,Colorado,1,47,Monthly
492,49,Male,Vermont,1,24,Bi-Weekly
493,50,Male,Michigan,1,11,Weekly
494,28,Male,Nevada,1,19,Bi-Weekly
495,38,Male,Indiana,1,42,Weekly
496,33,Male,Michigan,1,6,Fortnightly
497,30,Male,California,1,31,Fortnightly
498,43,Male,Oklahoma,1,31,Weekly
499,43,Male,Iowa,1,27,Monthly
500,36,Male,Rhode Island,1,24,Monthly
501,36,Male,Washington,1,35,Every 3 Months
502,64,Male,Florida,1,21,Annually
503,59,Male,South Carolina,1,8,Fortnightly
504,55,Male,West Virginia,1,26,Quarterly
505,42,Male,Missouri,1,26,Annually
506,61,Male,Maine,1,9,Bi-Weekly
507,28,Male,Georgia,1,48,Annually
508,65,Male,Maine,1,33,Fortnightly
509,27,Male,Illinois,1,31,Quarterly
510,41,Male,Delaware,1,17,Weekly
511,21,Male,West Virginia,1,22,Annually
512,61,Male,Hawaii,1,8,Annually
513,19,Male,New York,1,2,Monthly
514,22,Male,New Mexico,1,45,Annually
515,64,Male,Indiana,1,47,Quarterly
516,28,Male,Kentucky,1,7,Monthly
517,34,Male,West Virginia,1,19,Bi-Weekly
518,61,Male,North Dakota,1,44,Every 3 Months
519,24,Male,Oregon,1,16,Every 3 Months
520,19,Male,Minnesota,1,17,Quarterly
521,51,Male,South Carolina,1,20,Quarterly
522,36,Male,Vermont,1,50,Annually
523,65,Male,Minnesota,1,37,Quarterly
524,46,Male,Delaware,1,5,Quarterly
525,59,Male,Pennsylvania,1,44,Annually
526,51,Male,Iowa,1,41,Monthly
527,51,Male,New Jersey,1,19,Monthly
528,21,Male,South Carolina,1,47,Every 3 Months
529,34,Male,Maryland,1,40,Annually
530,32,Male,California,1,6,Monthly
531,48,Male,Montana,1,25,Bi-Weekly
532,50,Male,Vermont,1,42,Weekly
533,26,Male,Texas,1,35,Every 3 Months
534,57,Male,North Carolina,1,17,Weekly
535,65,Male,Florida,1,4,Quarterly
536,56,Male,West Virginia,1,24,Weekly
537,44,Male,Illinois,1,16,Every 3 Months
538,50,Male,Virginia,1,14,Annually
539,27,Male,Virginia,1,43,Weekly
540,49,Male,Wyoming,1,49,Weekly
541,49,Male,South Carolina,1,33,Every 3 Months
542,52,Male,Connecticut,1,45,Bi-Weekly
543,27,Male,Illinois,1,35,Bi-Weekly
544,53,Male,Alabama,1,11,Monthly
545,34,Male,Washington,1,30,Every 3 Months
546,33,Male,Alabama,1,48,Annually
547,62,Male,New Mexico,1,45,Bi-Weekly
548,38,Male,Nevada,1,26,Weekly
549,36,Male,Nebraska,1,41,Every 3 Months
550,31,Male,Arizona,1,37,Bi-Weekly
551,62,Male,Georgia,1,12,Weekly
552,29,Male,Idaho,1,27,Bi-Weekly
553,24,Male,Missouri,1,18,Weekly
554,63,Male,Florida,1,15,Quarterly
555,56,Male,Minnesota,1,34,Weekly
556,63,Male,Maine,1,37,Annually
557,40,Male,Montana,1,21,Fortnightly
558,18,Male,Alaska,1,31,Weekly
559,50,Male,Iowa,1,43,Every 3 Months
560,66,Male,Arizona,1,22,Monthly
561,25,Male,Louisiana,1,12,Annually
562,65,Male,Alabama,1,25,Fortnightly
563,53,Male,Missouri,1,40,Annually
564,61,Male,Idaho,1,16,Quarterly
565,67,Male,Florida,1,30,Weekly
566,59,Male,Idaho,1,10,Weekly
567,55,Male,Alabama,1,1,Fortnightly
568,21,Male,New Hampshire,1,24,Fortnightly
569,44,Male,Utah,1,36,Monthly
570,65,Male,Alabama,1,46,Every 3 Months
571,65,Male,Iowa,1,20,Annually
572,54,Male,Kentucky,1,37,Weekly
573,56,Male,South Carolina,1,26,Annually
574,58,Male,California,1,23,Bi-Weekly
575,54,Male,Maine,1,20,Bi-Weekly
576,58,Male,Nebraska,1,38,Monthly
577,48,Male,Washington,1,5,Every 3 Months
578,19,Male,Alabama,1,41,Annually
579,69,Male,Maine,1,22,Fortnightly
580,58,Male,California,1,48,Annually
581,49,Male,Iowa,1,10,Weekly
582,32,Male,Iowa,1,12,Every 3 Months
583,40,Male,Colorado,1,2,Quarterly
584,25,Male,California,1,38,Monthly
585,70,Male,Indiana,1,20,Monthly
586,69,Male,South Carolina,1,5,Every 3 Months
587,45,Male,Wisconsin,1,9,Annually
588,29,Male,Washington,1,48,Every 3 Months
589,47,Male,South Dakota,1,9,Quarterly
590,28,Male,Minnesota,1,40,Annually
591,64,Male,Alaska,1,30,Fortnightly
592,47,Male,Kentucky,1,6,Bi-Weekly
593,60,Male,North Dakota,1,42,Every 3 Months
594,67,Male,Alaska,1,9,Every 3 Months
595,35,Male,Oklahoma,1,6,Monthly
596,30,Male,Delaware,1,47,Quarterly
597,23,Male,Montana,1,36,Annually
598,70,Male,Alaska,1,19,Fortnightly
599,21,Male,California,1,30,Every 3 Months
600,51,Male,Massachusetts,1,27,Every 3 Months
601,22,Male,South Carolina,1,25,Monthly
602,32,Male,West Virginia,1,5,Fortnightly
603,37,Male,Oregon,1,10,Every 3 Months
604,31,Male,Massachusetts,1,26,Every 3 Months
605,44,Male,West Virginia,1,11,Every 3 Months
606,40,Male,California,1,17,Weekly
607,27,Male,Colorado,1,44,Monthly
608,47,Male,Indiana,1,44,Monthly
609,41,Male,Delaware,1,21,Every 3 Months
610,51,Male,Ohio,1,49,Fortnightly
611,53,Male,Oklahoma,1,27,Every 3 Months
612,43,Male,California,1,19,Monthly
613,67,Male,New Hampshire,1,33,Quarterly
614,61,Male,Pennsylvania,1,46,Bi-Weekly
615,68,Male,Idaho,1,21,Bi-Weekly
616,67,Male,Maryland,1,23,Annually
617,29,Male,Pennsylvania,1,38,Every 3 Months
618,50,Male,Colorado,1,2,Quarterly
